Title,Property_Size,Bedrooms,Bathrooms,Furnishing,Region,Region_Name,Region_Parent_Name,Is_Boost,Price
4bdrm Duplex in Guzape District for sale,300,4,4,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,350000000.0
4bdrm Duplex in Jahi for sale,800,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,600000000.0
5bdrm Duplex in Jahi for sale,300,5,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,480000000.0
"20bdrm House in Samuel Orji Close, Owerri for sale",1400,20,20,Unfurnished,"Imo State, Owerri",Owerri,Imo State,False,230000000.0
5bdrm Duplex in Jahi for sale,800,5,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,650000000.0
5bdrm Duplex in Guzape District for sale,300,5,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,450000000.0
4bdrm Duplex in Utako for sale,300,4,4,Unfurnished,"Abuja (FCT), Utako",Utako,Abuja (FCT),Enterprise,350000000.0
4bdrm Duplex in Mabushi for sale,300,4,4,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Enterprise,350000000.0
"Furnished 3bdrm Block of Flats in Fashola Estate, Sangotedo for sale",320,3,3,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,False,45000000.0
"3bdrm Bungalow in Iju Ishaga, Ifako-Ijaiye for sale",500,3,3,Unfurnished,"Lagos State, Ifako-Ijaiye",Ifako-Ijaiye,Lagos State,False,35000000.0
4bdrm Duplex in Wuse 2 for sale,350,4,4,Unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),Enterprise,750000000.0
"7bdrm Block of Flats in Akobo, Ibadan for sale",718,7,6,Semi-Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Vip Gold,60000000.0
"5bdrm Duplex in Victory Park Estate, Lekki Phase 1 for sale",600,5,5,Semi-Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,600000000.0
"Furnished 4bdrm Apartment in Peace Estate, Ibadan for sale",473,4,6,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Vip Gold,37000000.0
5bdrm Duplex in Guzape District for sale,500,5,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,550000000.0
4bdrm Duplex in Mabushi for sale,100,4,4,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Basic,500000000.0
5bdrm Duplex in Kaura for sale,500,5,5,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),Enterprise,550000000.0
"3bdrm Townhouse/Terrace in Atlantic Nominee, Off Lekki-Epe Expressway",200,3,3,Semi-Furnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,Vip Gold,90000000.0
Furnished 4bdrm Duplex in Jahi for sale,500,4,4,Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Enterprise,750000000.0
5bdrm Duplex in Guzape District for sale,500,5,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,650000000.0
Furnished 1bdrm Block of Flats in Abijo Town for sale,500,1,1,Furnished,"Ibeju, Abijo",Abijo,Lagos State,Premium,75000000.0
3bdrm House in Ado-Odo/Ota for sale,1234,3,3,Unfurnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,30000000.0
"9bdrm Duplex in Gra, Oke Opa Road, Ondo / Ondo State for sale",3200,9,10,Unfurnished,"Ondo State, Ondo / Ondo State",Ondo / Ondo State,Ondo State,False,100000000.0
Furnished 1bdrm House in Jakande for sale,50,1,1,Furnished,"Lekki, Jakande",Jakande,Lagos State,False,4000000.0
"Furnished 5bdrm House in Boola Estate, Ibadan for sale",50,5,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,False,40000000.0
"2bdrm Block of Flats in Ogunfayo, Awoyaya for sale",600,2,2,Unfurnished,"Ibeju, Awoyaya",Awoyaya,Lagos State,Premium,45000000.0
5bdrm Bungalow in Enugu for sale,1394,5,3,Unfurnished,"Enugu State, Enugu",Enugu,Enugu State,False,150000000.0
2bdrm Apartment in Ilorin West for sale,50,2,3,Semi-Furnished,"Kwara State, Ilorin West",Ilorin West,Kwara State,False,15000000.0
2bdrm Duplex in Trans Amadi for sale,830,2,2,Unfurnished,"Port-Harcourt, Trans Amadi",Trans Amadi,Port-Harcourt,Diamond,230000000.0
"2bdrm Duplex in Bashorun, Basorun for sale",1000,2,2,Unfurnished,"Ibadan, Basorun",Basorun,Oyo State,Diamond,150000000.0
Furnished 2bdrm Apartment in Wuye for sale,100,2,2,Furnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,200000000.0
"2bdrm Block of Flats in Heartland Divine, Owerri for sale",500,2,3,Semi-Furnished,"Imo State, Owerri",Owerri,Imo State,False,265000000.0
"2bdrm Block of Flats in Nihort, Ologuneru for sale",500,2,2,Unfurnished,"Ibadan, Ologuneru",Ologuneru,Oyo State,Diamond,90000000.0
"Furnished 6bdrm Duplex in 114 Estate, Obio-Akpor for sale",829,6,6,Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,False,140000000.0
"4bdrm Duplex in Sars Road, Port-Harcourt for sale",500,4,5,Semi-Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,310000000.0
"Furnished 6bdrm Duplex in Arepo, Obafemi-Owode for sale",600,6,6,Furnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,Premium,150000000.0
"4bdrm Duplex in Arougba,Airport Road, Benin City for sale",1100,4,5,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,220000000.0
"4bdrm Duplex in Dantata Estate, Gwarinpa for sale",700,4,5,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,200000000.0
2bdrm Block of Flats in Life Camp for sale,500,2,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,26000000.0
"3bdrm Block of Flats in Zion Estates, Akobo for sale",600,3,3,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,45000000.0
3bdrm Duplex in Lugbe District for sale,600,3,4,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Diamond,100000000.0
"4bdrm Duplex in Nihort, Jericho for sale",627,4,4,Unfurnished,"Ibadan, Jericho",Jericho,Oyo State,Diamond,150000000.0
5bdrm Duplex in Ajah for sale,300,5,5,Semi-Furnished,"Lagos State, Ajah",Ajah,Lagos State,False,210000000.0
3bdrm Bungalow in Apo District for sale,620,3,4,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),Diamond,110000000.0
1bdrm Block of Flats in Kubwa for sale,500,1,2,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,28000000.0
3bdrm Bungalow in Kubwa for sale,500,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,45000000.0
"4bdrm Duplex in Apex Gardens Estate, Kaura for sale",300,4,4,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),Diamond,300000000.0
4bdrm Duplex in Kaura for sale,300,4,4,Semi-Furnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),Diamond,160000000.0
"3bdrm Bungalow in Festac Estate, Akobo for sale",1039,3,3,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,18000000.0
4bdrm Duplex in Dantata Estate Fo1 for sale,500,4,5,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,210000000.0
5bdrm Duplex in Wuse 2 for sale,1000,5,6,Unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),Diamond,850000000.0
4bdrm Bungalow in Lugbe District for sale,600,4,5,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Diamond,45000000.0
Furnished 16bdrm House in Garki Area 2 for sale,800,16,18,Furnished,"Garki 1, Area 2",Area 2,Abuja (FCT),Diamond,900000000.0
Furnished 3bdrm Block of Flats in Katampe Main By for sale,1000,3,4,Furnished,"Abuja (FCT), Katampe",Katampe,Abuja (FCT),Diamond,130000000.0
"4bdrm Bungalow in By Nizamiye Wl, Idu for sale",500,4,6,Unfurnished,"Jiwa, Idu",Idu,Abuja (FCT),Diamond,300000000.0
4bdrm Duplex in Life Camp for sale,500,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,120000000.0
3bdrm Block of Flats in Katampe (Main) for sale,500,3,4,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,100000000.0
5bdrm Duplex in Guzape District for sale,500,5,6,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,500000000.0
Furnished 5bdrm Duplex in Lekki County Ikota for sale,300,5,6,Furnished,"Lagos State, Lekki",Lekki,Lagos State,False,380000000.0
"2bdrm Block of Flats in Dantata Estate, Gwarinpa for sale",500,2,3,Unfurnished,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),Diamond,80000000.0
2bdrm Block of Flats in Kubwa for sale,700,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,40000000.0
"8bdrm Room & Parlour in Onibudo Phase 2, Yakoyo/Alagbole for sale",377,8,8,Unfurnished,"Ojodu, Yakoyo/Alagbole",Yakoyo/Alagbole,Lagos State,False,35000000.0
"4bdrm Bungalow in Arougba,Airport Road, Benin City for sale",2000,4,5,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,45000000.0
2bdrm Block of Flats in Jahi Abuja for sale,500,2,3,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,130000000.0
2bdrm Block of Flats in Kubwa for sale,443,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,300000000.0
2bdrm Bungalow in Kubwa District for sale,500,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,35000000.0
1bdrm Block of Flats in Kubwa for sale,300,1,2,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,40000000.0
"3bdrm Apartment in Gated And Secured, Lekki for sale",120,3,3,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,85000000.0
"5bdrm Bungalow in Goodness Estate, Ibadan for sale",512,5,5,Semi-Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Vip Gold,20000000.0
"4bdrm Block of Flats in Second Ugbor,Gra, Benin City for sale",500,4,4,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,220000000.0
3bdrm Block of Flats in Mabushi for sale,300,3,4,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Diamond,150000000.0
"4bdrm Duplex in Dantata Estate Fo1, for sale",400,4,5,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,120000000.0
4bdrm Duplex in Jahi for sale,300,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,280000000.0
"3bdrm Apartment in Gated And Secured, Ilasan for sale",100,3,3,Unfurnished,"Lekki, Ilasan",Ilasan,Lagos State,Diamond,180000000.0
2bdrm Block of Flats in Idu for sale,500,2,3,Unfurnished,"Jiwa, Idu",Idu,Abuja (FCT),Diamond,75000000.0
2bdrm Block of Flats in Life Camp for sale,700,2,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,60000000.0
3bdrm Duplex in Karmo for sale,200,3,3,Unfurnished,"Abuja (FCT), Karmo",Karmo,Abuja (FCT),Diamond,65000000.0
2bdrm Bungalow in Dawaki Extension By for sale,800,2,2,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),False,100000000.0
"3bdrm Bungalow in Adetokun, Ologuneru for sale",520,3,3,Unfurnished,"Ibadan, Ologuneru",Ologuneru,Oyo State,Diamond,75000000.0
4bdrm Duplex in Durumi for sale,500,4,5,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Diamond,300000000.0
3bdrm Duplex in Kubwa for sale,500,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,130000000.0
4bdrm Duplex in Area 1 for sale,500,4,5,Unfurnished,"Garki 1, Area 1",Area 1,Abuja (FCT),Diamond,250000000.0
2bdrm Block of Flats in Idu for sale,500,2,3,Unfurnished,"Jiwa, Idu",Idu,Abuja (FCT),Diamond,70000000.0
"16bdrm Block of Flats in Orogun Estate, Ibadan for sale",667,16,12,Semi-Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Vip Gold,85000000.0
2bdrm Block of Flats in Durumi for sale,500,2,3,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Diamond,75000000.0
3bdrm Block of Flats in Wuye for sale,500,3,4,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,160000000.0
"3bdrm House in Genesis Block, Ado-Odo/Ota for sale",232,3,4,Unfurnished,"Ogun State, Ado-Odo/Ota",Ado-Odo/Ota,Ogun State,False,3900000.0
4bdrm Duplex in Guzape District for sale,1000,4,5,Unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,300000000.0
5bdrm House in Kado for sale,500,5,6,Unfurnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),Diamond,400000000.0
3bdrm Block of Flats in Ado / Ajah for sale,800,3,3,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Diamond,80000000.0
1bdrm Block of Flats in Kubwa for sale,800,1,7,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,180000000.0
Furnished 4bdrm Duplex in Life Camp for sale,300,4,5,Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Vip Gold,200000000.0
5bdrm Duplex in Wuye for sale,350,5,5,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,300000000.0
"Furnished 4bdrm Bungalow in Ajao, Bodija, Ibadan for sale",500,4,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Vip Gold,130000000.0
"8bdrm Duplex in Agip Estate, Port, Obio-Akpor for sale",630,8,8,Semi-Furnished,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,Diamond,149500000.0
Furnished 1bdrm Apartment in Jabi for sale,100,1,1,Furnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),Diamond,50000000.0
4bdrm Duplex in Dawaki for sale,700,4,5,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),Diamond,350000000.0
5bdrm Duplex in Lugbe District for sale,800,5,6,Unfurnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Diamond,170000000.0
4bdrm Duplex in Ojodu Estate for sale,760,4,5,Semi-Furnished,"Lagos State, Ojodu",Ojodu,Lagos State,Vip Gold,600000000.0
"7bdrm Duplex in Ugbor,Gra, Benin City for sale",500,7,7,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,105000000.0
Furnished 3bdrm Block of Flats in Akesan for sale,1500,3,3,Furnished,"Alimosho, Akesan",Akesan,Lagos State,Enterprise,350000000.0
2bdrm Block of Flats in Sagamu Gra for sale,648,2,3,Semi-Furnished,"Ogun State, Sagamu",Sagamu,Ogun State,Vip Gold,110000000.0
"4bdrm Block of Flats in Ebo,Airport Road, Benin City for sale",2000,4,4,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,250000000.0
3bdrm Bungalow in Kubwa for sale,500,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,50000000.0
4bdrm Duplex in Dawaki for sale,700,4,5,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),Diamond,220000000.0
2bdrm Block of Flats in Life Camp for sale,500,2,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,85000000.0
3bdrm Bungalow in Dutse-Alhaji for sale,700,3,4,Unfurnished,"Abuja (FCT), Dutse-Alhaji",Dutse-Alhaji,Abuja (FCT),Diamond,30000000.0
3bdrm Block of Flats in Kubwa for sale,700,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,50000000.0
5bdrm Duplex in Katampe (Main) for sale,400,5,5,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,550000000.0
"2bdrm Apartment in Gated And Secured, Lekki Phase 1 for sale",800,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,155000000.0
5bdrm Bungalow in Orogun Ibadan for sale,500,5,5,Semi-Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Vip Gold,90000000.0
"3bdrm Bungalow in Hammony Estate, Akobo for sale",480,3,3,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,25000000.0
4bdrm Duplex in Durumi for sale,500,4,5,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Diamond,250000000.0
3bdrm Bungalow in Kaduna / Kaduna State for sale,800,3,4,Unfurnished,"Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,Diamond,50000000.0
4bdrm Duplex in Life Camp for sale,700,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,65000000.0
1bdrm Block of Flats in Life Camp for sale,700,1,2,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,18000000.0
"5bdrm Duplex in Marrigold, Dawaki for sale",80,5,5,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),False,250000000.0
4bdrm Duplex in Mabushi for sale,700,4,6,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Diamond,350000000.0
"4bdrm Duplex in Gwarimpa Estate, Dawaki for sale",500,4,4,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),False,300000000.0
3bdrm Block of Flats in Durumi for sale,500,3,4,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Diamond,120000000.0
3bdrm Block of Flats in Jahi for sale,500,3,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,150000000.0
3bdrm Block of Flats in Katampe (Main) for sale,500,3,4,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,200000000.0
"20bdrm House in Gated And Secured, Agungi for sale",650,20,20,Unfurnished,"Lekki, Agungi",Agungi,Lagos State,Diamond,750000000.0
Studio Apartment in Adeola Hopewell for sale,85,1,1,Unfurnished,"Victoria Island, Adeola Hopewell",Adeola Hopewell,Lagos State,Vip Gold,190000000.0
3bdrm Block of Flats in Life Camp for sale,700,3,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,80000000.0
4bdrm Duplex in Life Camp for sale,500,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,240000000.0
"5bdrm Bungalow in Gated And Secured, Ajah for sale",660,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,45000000.0
4bdrm Duplex in Life Camp for sale,500,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,120000000.0
4bdrm Duplex in Life Camp for sale,1000,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,100000000.0
2bdrm Duplex in Kubwa for sale,500,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,70000000.0
4bdrm Duplex in Life Camp for sale,500,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,250000000.0
"Furnished 3bdrm Bungalow in Gospel Area, Ibadan for sale",800,3,4,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Vip Gold,45000000.0
"3bdrm Block of Flats in Isihor,Benin City for sale",1000,3,3,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,38000000.0
3bdrm Bungalow in Hajj Camp Gwagwalada for sale,800,3,4,Unfurnished,"Abuja (FCT), Gwagwalada",Gwagwalada,Abuja (FCT),Diamond,50000000.0
4bdrm House in Port-Harcourt for sale,300,4,4,Unfurnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Diamond,45000000.0
3bdrm Apartment in Katampe (Main) for sale,150,3,3,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,130000000.0
"5bdrm Apartment in Elebu, Oluyole for sale",520,5,6,Unfurnished,"Oyo State, Oluyole",Oluyole,Oyo State,Diamond,130000000.0
3bdrm Duplex in Kubwa for sale,500,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,200000000.0
2bdrm Block of Flats in Kubwa for sale,500,2,3,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,39000000.0
12bdrm Block of Flats in Agbowo for sale,700,12,8,Semi-Furnished,"Ibadan, Agbowo",Agbowo,Oyo State,Vip Gold,45000000.0
"2bdrm Block of Flats in Elewuro, Akobo for sale",400,2,2,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,30000000.0
8bdrm Block of Flats in Choba for sale,930,8,4,Unfurnished,"Port-Harcourt, Choba",Choba,Port-Harcourt,Diamond,80000000.0
3bdrm Block of Flats in Life Camp for sale,500,3,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,95000000.0
3bdrm Block of Flats in Katampe (Main) for sale,700,3,4,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,110000000.0
2bdrm Block of Flats in Via News for sale,50,2,2,Unfurnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),False,70000000.0
"4bdrm Duplex in Secured Estate, Ajah for sale",660,4,4,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,160000000.0
"3bdrm Block of Flats in Mtn Mast,Gra, Benin City for sale",500,3,4,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,170000000.0
3bdrm Duplex in Kubwa for sale,500,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,96000000.0
3bdrm Duplex in Kubwa for sale,500,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,120000000.0
5bdrm Duplex in Thomas Estate for sale,450,5,5,Unfurnished,"Ajah, Thomas Estate",Thomas Estate,Lagos State,Diamond,145000000.0
4bdrm Duplex in Kaura for sale,500,4,5,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),Diamond,200000000.0
"3bdrm Apartment in Gated And Secured, Ajah for sale",120,3,3,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,75000000.0
4bdrm Duplex in Adeniyi Jones for sale,400,4,4,Semi-Furnished,"Ikeja, Adeniyi Jones",Adeniyi Jones,Lagos State,Enterprise,420000000.0
4bdrm Duplex in Durumi Abuja for sale,500,4,5,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Diamond,400000000.0
2bdrm Duplex in Katampe (Main) for sale,500,2,3,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,160000000.0
3bdrm Block of Flats in Life Camp for sale,500,3,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,100000000.0
Furnished 4bdrm Duplex in Olokonla for sale,300,4,5,Furnished,"Ajah, Olokonla",Olokonla,Lagos State,False,125000000.0
2bdrm Block of Flats in Life Camp for sale,500,2,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,80000000.0
1bdrm Block of Flats in Life Camp for sale,500,1,2,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,18000000.0
4bdrm Duplex in Life Camp for sale,250,4,4,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,135000000.0
"2bdrm Bungalow in Yotomi Estate, Ifo for Sale",300,2,2,Semi-Furnished,"Ogun State, Ifo",Ifo,Ogun State,Diamond,5999999.0
"3bdrm Block of Flats in Unity Estates, Akobo for sale",600,3,3,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,180000000.0
"2bdrm Block of Flats in Idi Ape, Akobo for sale",450,2,2,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,100000000.0
4bdrm Bungalow in Apo District for sale,700,4,5,Unfurnished,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),Diamond,110000000.0
3bdrm Block of Flats in Life Camp for sale,700,3,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,80000000.0
"1bdrm Bungalow in Gated And Secured, Ado / Ajah for sale",330,1,1,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Diamond,28000000.0
"5bdrm Bungalow in Ogo Oluwa Estate, Akobo for sale",720,5,5,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,160000000.0
"3bdrm Block of Flats in Army Estate, Kubwa for sale",500,3,4,Unfurnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,85000000.0
"2bdrm Block of Flats in Nigeria Ghana School, Life Camp for sale",700,2,3,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,90000000.0
4bdrm Duplex in Life Camp for sale,300,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,110000000.0
3bdrm Maisonette in Lekki Phase 1 for sale,350,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Vip Gold,260000000.0
"3bdrm Block of Flats in Ugbowor, Benin City for sale",500,3,3,Unfurnished,"Edo State, Benin City",Benin City,Edo State,Diamond,60000000.0
